x;y
T1-2011;2718
T2-2011;2702
T3-2011;2494
T4-2011;2487
T1-2012;2638
T2-2012;2577
T3-2012;2399
T4-2012;2364
T1-2013;2606
T2-2013;2662
T3-2013;2365
T4-2013;2397
T1-2014;2699
