x;y
T1-2011;509265617
T2-2011;589500992
T3-2011;512078037
T4-2011;466295297
T1-2012;482979467
T2-2012;524495555
T3-2012;534645734
T4-2012;571933147
T1-2013;581291638
T2-2013;665385721
T3-2013;629918402
T4-2013;581325107
T1-2014;584560633
