x;y
T1-2011;88377857
T2-2011;94604742
T3-2011;117192356
T4-2011;123550450
T1-2012;102880332
T2-2012;98401428
T3-2012;114382025
T4-2012;107673700
T1-2013;91935130
T2-2013;108012286
T3-2013;160911371
T4-2013;172951119
T1-2014;157078169
