x;y
T1-2011;26.1
T2-2011;33.7
T3-2011;6.8
T4-2011;4.3
T1-2012;31.1
T2-2012;4.6
T3-2012;-0.5
T4-2012;23.4
T1-2013;3.5
T2-2013;8.8
T3-2013;16.0
T4-2013;-1.0
T1-2014;8.8
