x;y
T1-2011;3093605278
T2-2011;3521054499
T3-2011;3462146216
T4-2011;3384084569
T1-2012;3397227431
T2-2012;3519765882
T3-2012;3361102705
T4-2012;3576724277
T1-2013;3339100768
T2-2013;3564061529
T3-2013;3409312755
T4-2013;3423460546
T1-2014;3370322984
