x;y
Productos Minerales;1023
Máquinas y Aparatos;682
Industrias Químicas;552
Materias Plásticas;307
Metales Comunes;289
Industrias Alimenticias;286
Textiles y sus manufacturas;284
Material de Transporte;253
Pastas de Madera;179
Reino Vegetal;158
Reino animal;96
