x;y
T1-2011;3855
T2-2011;4394
T3-2011;4250
T4-2011;4114
T1-2012;4127
T2-2012;4347
T3-2012;4147
T4-2012;4372
T1-2013;4149
T2-2013;4589
T3-2013;4393
T4-2013;4384
T1-2014;4377
