x;y
Zacapa;2
Chiquimula;5
El Progreso;9
Santa Rosa;9
Jalapa;11
Jutiapa;12
Sacatepequez;13
Escuintla;13
Retalhuleu;13
Izabal;16
Suchitepequez;20
Peten;22
Baja Verapaz;31
San Marcos;37
Solola;38
Totonicapan;45
Chimaltenango;47
Huehuetenango;48
Quetzaltenango;49
Quiche;86
Alta Verapaz;95
Guatemala;155
